,title,date,episode,rating
0,힙합왕 - 나스나길,"2019년 8월 9일
","1회
","1.7%
"
1,힙합왕 - 나스나길,"2019년 8월 9일
","1회
","1.6%
"
2,힙합왕 - 나스나길,"2019년 8월 16일
","2회
","1.3%
"
3,힙합왕 - 나스나길,"2019년 8월 16일
","2회
","1.1%
"
4,힙합왕 - 나스나길,"2019년 8월 23일
","3회
","1.5%
"
5,힙합왕 - 나스나길,"2019년 8월 23일
","3회
","1.1%
"
6,힙합왕 - 나스나길,"2019년 8월 30일
","4회
","1.4%
"
7,힙합왕 - 나스나길,"2019년 8월 30일
","4회
","1.3%
"
8,힙합왕 - 나스나길,"2019년 9월 6일
","5회
","0.6%
"
9,힙합왕 - 나스나길,"2019년 9월 6일
","5회
","0.6%
"
10,힙합왕 - 나스나길,"2019년 9월 13일
","6회
","0.9%
"
11,힙합왕 - 나스나길,"2019년 9월 13일
","6회
","0.6%
"
