,title,date,episode,rating
0,여름아 부탁해,"2019년 4월 29일
","제1회
","18.5%
"
1,여름아 부탁해,"2019년 4월 30일
","제2회
","15.5%
"
2,여름아 부탁해,"2019년 5월 1일
","제3회
","15.2%
"
3,여름아 부탁해,"2019년 5월 2일
","제4회
","15.7%
"
4,여름아 부탁해,"2019년 5월 3일
","제5회
","15.5%
"
5,여름아 부탁해,"2019년 5월 6일
","제6회
","13.4%
"
6,여름아 부탁해,"2019년 5월 7일
","제7회
","15.7%
"
7,여름아 부탁해,"2019년 5월 8일
","제8회
","14.2%
"
8,여름아 부탁해,"2019년 5월 10일
","제9회
","14.3%
"
9,여름아 부탁해,"2019년 5월 13일
","제10회
","16.6%
"
10,여름아 부탁해,"2019년 5월 14일
","제11회
","14.8%
"
11,여름아 부탁해,"2019년 5월 15일
","제12회
","15.1%
"
12,여름아 부탁해,"2019년 5월 16일
","제13회
","15.1%
"
13,여름아 부탁해,"2019년 5월 17일
","제14회
","14.7%
"
14,여름아 부탁해,"2019년 5월 20일
","제15회
","15.4%
"
15,여름아 부탁해,"2019년 5월 21일
","제16회
","15.4%
"
16,여름아 부탁해,"2019년 5월 22일
","제17회
","14.7%
"
17,여름아 부탁해,"2019년 5월 23일
","제18회
","15.8%
"
18,여름아 부탁해,"2019년 5월 24일
","제19회
","13.8%
"
19,여름아 부탁해,"2019년 5월 27일
","제20회
","16.2%
"
20,여름아 부탁해,"2019년 5월 28일
","제21회
","15.1%
"
21,여름아 부탁해,"2019년 5월 29일
","제22회
","14.6%
"
22,여름아 부탁해,"2019년 5월 30일
","제23회
","15.1%
"
23,여름아 부탁해,"2019년 5월 31일
","제24회
","15.7%
"
24,여름아 부탁해,"2019년 6월 3일
","제25회
","15.6%
"
25,여름아 부탁해,"2019년 6월 4일
","제26회
","15.0%
"
26,여름아 부탁해,"2019년 6월 5일
","제27회
","14.6%
"
27,여름아 부탁해,"2019년 6월 6일
","제28회
","16.6%
"
28,여름아 부탁해,"2019년 6월 7일
","제29회
","15.0%
"
29,여름아 부탁해,"2019년 6월 10일
","제30회
","16.4%
"
30,여름아 부탁해,"2019년 6월 11일
","제31회
",12.7%
31,여름아 부탁해,"2019년 6월 12일
","제32회
","14.5%
"
32,여름아 부탁해,"2019년 6월 13일
","제33회
","17.1%
"
33,여름아 부탁해,"2019년 6월 14일
","제34회
","16.3%
"
34,여름아 부탁해,"2019년 6월 17일
","제35회
","17.4%
"
35,여름아 부탁해,"2019년 6월 18일
","제36회
","17.2%
"
36,여름아 부탁해,"2019년 6월 19일
","제37회
","16.2%
"
37,여름아 부탁해,"2019년 6월 20일
","제38회
","17.4%
"
38,여름아 부탁해,"2019년 6월 21일
","제39회
","17.0%
"
39,여름아 부탁해,"2019년 6월 24일
","제40회
","18.2%
"
40,여름아 부탁해,"2019년 6월 25일
","제41회
","18.4%
"
41,여름아 부탁해,"2019년 6월 26일
","제42회
","18.3%
"
42,여름아 부탁해,"2019년 6월 27일
","제43회
","18.9%
"
43,여름아 부탁해,"2019년 6월 28일
","제44회
","17.9%
"
44,여름아 부탁해,"2019년 7월 1일
","제45회
","18.0%
"
45,여름아 부탁해,"2019년 7월 2일
","제46회
","17.6%
"
46,여름아 부탁해,"2019년 7월 3일
","제47회
","17.7%
"
47,여름아 부탁해,"2019년 7월 4일
","제48회
","18.1%
"
48,여름아 부탁해,"2019년 7월 5일
","제49회
","16.9%
"
49,여름아 부탁해,"2019년 7월 8일
","제50회
","18.0%
"
50,여름아 부탁해,"2019년 7월 9일
","제51회
","18.0%
"
51,여름아 부탁해,"2019년 7월 10일
","제52회
","18.1%
"
52,여름아 부탁해,"2019년 7월 11일
","제53회
","19.0%
"
53,여름아 부탁해,"2019년 7월 12일
","제54회
","17.7%
"
54,여름아 부탁해,"2019년 7월 15일
","제55회
","19.0%
"
55,여름아 부탁해,"2019년 7월 16일
","제56회
","19.4%
"
56,여름아 부탁해,"2019년 7월 17일
","제57회
","17.3%
"
57,여름아 부탁해,"2019년 7월 18일
","제58회
","18.8%
"
58,여름아 부탁해,"2019년 7월 19일
","제59회
","18.1%
"
59,여름아 부탁해,"2019년 7월 22일
","제60회
","19.5%
"
60,여름아 부탁해,"2019년 7월 23일
","제61회
","19.7%
"
61,여름아 부탁해,"2019년 7월 24일
","제62회
","18.9%
"
62,여름아 부탁해,"2019년 7월 25일
","제63회
","20.2%
"
63,여름아 부탁해,"2019년 7월 26일
","제64회
","17.6%
"
64,여름아 부탁해,"2019년 7월 29일
","제65회
","18.3%
"
65,여름아 부탁해,"2019년 7월 30일
","제66회
","20.0%
"
66,여름아 부탁해,"2019년 7월 31일
","제67회
","18.9%
"
67,여름아 부탁해,"2019년 8월 1일
","제68회
","18.5%
"
68,여름아 부탁해,"2019년 8월 2일
","제69회
","17.2%
"
69,여름아 부탁해,"2019년 8월 5일
","제70회
","19.1%
"
70,여름아 부탁해,"2019년 8월 6일
","제71회
","21.6%
"
71,여름아 부탁해,"2019년 8월 7일
","제72회
","19.7%
"
72,여름아 부탁해,"2019년 8월 8일
","제73회
","20.8%
"
73,여름아 부탁해,"2019년 8월 9일
","제74회
","20.7%
"
74,여름아 부탁해,"2019년 8월 12일
","제75회
","21.1%
"
75,여름아 부탁해,"2019년 8월 13일
","제76회
","20.2%
"
76,여름아 부탁해,"2019년 8월 14일
","제77회
","19.6%
"
77,여름아 부탁해,"2019년 8월 15일
","제78회
","21.4%
"
78,여름아 부탁해,"2019년 8월 16일
","제79회
","20.6%
"
79,여름아 부탁해,"2019년 8월 19일
","제80회
","21.7%
"
80,여름아 부탁해,"2019년 8월 20일
","제81회
","20.9%
"
81,여름아 부탁해,"2019년 8월 21일
","제82회
","21.7%
"
82,여름아 부탁해,"2019년 8월 22일
","제83회
","22.0%
"
83,여름아 부탁해,"2019년 8월 23일
","제84회
","21.1%
"
84,여름아 부탁해,"2019년 8월 26일
","제85회
","23.2%
"
85,여름아 부탁해,"2019년 8월 27일
","제86회
","22.3%
"
86,여름아 부탁해,"2019년 8월 28일
","제87회
","20.9%
"
87,여름아 부탁해,"2019년 8월 29일
","제88회
","21.8%
"
88,여름아 부탁해,"2019년 8월 30일
","제89회
","21.0%
"
89,여름아 부탁해,"2019년 9월 2일
","제90회
","22.6%
"
90,여름아 부탁해,"2019년 9월 3일
","제91회
","22.8%
"
91,여름아 부탁해,"2019년 9월 4일
","제92회
","23.0%
"
92,여름아 부탁해,"2019년 9월 5일
","제93회
","23.2%
"
93,여름아 부탁해,"2019년 9월 6일
","제94회
","21.1%
"
94,여름아 부탁해,"2019년 9월 9일
","제95회
","23.4%
"
95,여름아 부탁해,"2019년 9월 10일
","제96회
","22.6%
"
96,여름아 부탁해,"2019년 9월 11일
","제97회
","20.9%
"
97,여름아 부탁해,"2019년 9월 12일
","제98회
","18.3%
"
98,여름아 부탁해,"2019년 9월 13일
","제99회
","16.4%
"
99,여름아 부탁해,"2019년 9월 16일
","제100회
","23.3%
"
100,여름아 부탁해,"2019년 9월 17일
","제101회
","23.4%
"
101,여름아 부탁해,"2019년 9월 18일
","제102회
","23.3%
"
102,여름아 부탁해,"2019년 9월 19일
","제103회
","24.2%
"
103,여름아 부탁해,"2019년 9월 20일
","제104회
","22.6%
"
104,여름아 부탁해,"2019년 9월 23일
","제105회
","24.2%
"
105,여름아 부탁해,"2019년 9월 24일
","제106회
","23.8%
"
106,여름아 부탁해,"2019년 9월 25일
","제107회
","23.1%
"
107,여름아 부탁해,"2019년 9월 26일
","제108회
","24.3%
"
108,여름아 부탁해,"2019년 9월 27일
","제109회
","22.8%
"
109,여름아 부탁해,"2019년 9월 30일
","제110회
","23.7%
"
110,여름아 부탁해,"2019년 10월 1일
","제111회
",25.2%
111,여름아 부탁해,"2019년 10월 3일
","제112회
","23.7%
"
112,여름아 부탁해,"2019년 10월 4일
","제113회
","23.7%
"
113,여름아 부탁해,"2019년 10월 7일
","제114회
","24.9%
"
114,여름아 부탁해,"2019년 10월 8일
","제115회
","23.6%
"
115,여름아 부탁해,"2019년 10월 9일
","제116회
","22.6%
"
116,여름아 부탁해,"2019년 10월 10일
","제117회
","22.4%
"
117,여름아 부탁해,"2019년 10월 11일
","제118회
","23.4%
"
118,여름아 부탁해,"2019년 10월 14일
","제119회
","22.2%
"
119,여름아 부탁해,"2019년 10월 15일
","제120회
","23.4%
"
120,여름아 부탁해,"2019년 10월 16일
","제121회
","23.3%
"
121,여름아 부탁해,"2019년 10월 17일
","제122회
","24.7%
"
122,여름아 부탁해,"2019년 10월 18일
","제123회
","23.7%
"
123,여름아 부탁해,"2019년 10월 21일
","제124회
","23.8%
"
124,여름아 부탁해,"2019년 10월 22일
","제125회
","21.7%
"
125,여름아 부탁해,"2019년 10월 23일
","제126회
","22.4%
"
126,여름아 부탁해,"2019년 10월 24일
","제127회
","24.0%
"
127,여름아 부탁해,"2019년 10월 25일
","제128회
","23.1%
"
