,title,date,episode,rating
0,왼손잡이 아내,"2019년 1월 2일
","제1회
","12.5%
"
1,왼손잡이 아내,"2019년 1월 3일
","제2회
","13.1%
"
2,왼손잡이 아내,"2019년 1월 4일
","제3회
","13.0%
"
3,왼손잡이 아내,"2019년 1월 7일
","제4회
","13.5%
"
4,왼손잡이 아내,"2019년 1월 8일
","제5회
","13.5%
"
5,왼손잡이 아내,"2019년 1월 9일
","제6회
","12.8%
"
6,왼손잡이 아내,"2019년 1월 10일
","제7회
","13.7%
"
7,왼손잡이 아내,"2019년 1월 11일
","제8회
","13.1%
"
8,왼손잡이 아내,"2019년 1월 14일
","제9회
","13.0%
"
9,왼손잡이 아내,"2019년 1월 15일
","제10회
","13.1%
"
10,왼손잡이 아내,"2019년 1월 16일
","제11회
","13.1%
"
11,왼손잡이 아내,"2019년 1월 17일
","제12회
","13.4%
"
12,왼손잡이 아내,"2019년 1월 18일
","제13회
","12.9%
"
13,왼손잡이 아내,"2019년 1월 21일
","제14회
","13.8%
"
14,왼손잡이 아내,"2019년 1월 22일
","제15회
","14.0%
"
15,왼손잡이 아내,"2019년 1월 23일
","제16회
","13.2%
"
16,왼손잡이 아내,"2019년 1월 24일
","제17회
","13.7%
"
17,왼손잡이 아내,"2019년 1월 25일
","제18회
","13.5%
"
18,왼손잡이 아내,"2019년 1월 28일
","제19회
","13.6%
"
19,왼손잡이 아내,"2019년 1월 29일
","제20회
","14.3%
"
20,왼손잡이 아내,"2019년 1월 30일
","제21회
","13.1%
"
21,왼손잡이 아내,"2019년 1월 31일
","제22회
","13.3%
"
22,왼손잡이 아내,"2019년 2월 1일
","제23회
","13.9%
"
23,왼손잡이 아내,"2019년 2월 6일
","제24회
",11.1%
24,왼손잡이 아내,"2019년 2월 7일
","제25회
","14.3%
"
25,왼손잡이 아내,"2019년 2월 8일
","제26회
","13.3%
"
26,왼손잡이 아내,"2019년 2월 11일
","제27회
","14.5%
"
27,왼손잡이 아내,"2019년 2월 12일
","제28회
","14.8%
"
28,왼손잡이 아내,"2019년 2월 13일
","제29회
","13.9%
"
29,왼손잡이 아내,"2019년 2월 14일
","제30회
","13.8%
"
