,title,date,episode,rating
0,너의 노래를 들려줘,"2019년 8월 5일
","제1회
","2.7%
"
1,너의 노래를 들려줘,"2019년 8월 5일
","제2회
","3.3%
"
2,너의 노래를 들려줘,"2019년 8월 6일
","제3회
","2.8%
"
3,너의 노래를 들려줘,"2019년 8월 6일
","제4회
",4.0%
4,너의 노래를 들려줘,"2019년 8월 12일
","제5회
",2.2%
5,너의 노래를 들려줘,"2019년 8월 12일
","제6회
","2.7%
"
6,너의 노래를 들려줘,"2019년 8월 13일
","제7회
","2.4%
"
7,너의 노래를 들려줘,"2019년 8월 13일
","제8회
","3.2%
"
8,너의 노래를 들려줘,"2019년 8월 19일
","제9회
","2.3%
"
9,너의 노래를 들려줘,"2019년 8월 19일
","제10회
","3.1%
"
10,너의 노래를 들려줘,"2019년 8월 20일
","제11회
","2.4%
"
11,너의 노래를 들려줘,"2019년 8월 20일
","제12회
","3.2%
"
12,너의 노래를 들려줘,"2019년 8월 26일
","제13회
","2.3%
"
13,너의 노래를 들려줘,"2019년 8월 26일
","제14회
","2.9%
"
14,너의 노래를 들려줘,"2019년 8월 27일
","제15회
","3.2%
"
15,너의 노래를 들려줘,"2019년 8월 27일
","제16회
","3.7%
"
16,너의 노래를 들려줘,"2019년 9월 2일
","제17회
","2.5%
"
17,너의 노래를 들려줘,"2019년 9월 2일
","제18회
","2.8%
"
18,너의 노래를 들려줘,"2019년 9월 3일
","제19회
","2.4%
"
19,너의 노래를 들려줘,"2019년 9월 3일
","제20회
","2.5%
"
20,너의 노래를 들려줘,"2019년 9월 9일
","제21회
","2.8%
"
21,너의 노래를 들려줘,"2019년 9월 9일
","제22회
","3.4%
"
22,너의 노래를 들려줘,"2019년 9월 10일
","제23회
","3.0%
"
23,너의 노래를 들려줘,"2019년 9월 10일
","제24회
","3.7%
"
24,너의 노래를 들려줘,"2019년 9월 16일
","제25회
","2.7%
"
25,너의 노래를 들려줘,"2019년 9월 16일
","제26회
","3.2%
"
26,너의 노래를 들려줘,"2019년 9월 17일
","제27회
","3.3%
"
27,너의 노래를 들려줘,"2019년 9월 17일
","제28회
","3.6%
"
28,너의 노래를 들려줘,"2019년 9월 23일
","제29회
","3.0%
"
29,너의 노래를 들려줘,"2019년 9월 23일
","제30회
","3.5%
"
30,너의 노래를 들려줘,"2019년 9월 24일
","제31회
","3.6%
"
31,너의 노래를 들려줘,"2019년 9월 24일
","제32회
",4.0%
