,title,date,episode,rating
0,빅이슈_(2019년_드라마),"2019년 3월 6일
","제1회
","4.1%
"
1,빅이슈_(2019년_드라마),"2019년 3월 6일
","제2회
","4.8%
"
2,빅이슈_(2019년_드라마),"2019년 3월 7일
","제3회
","3.7%
"
3,빅이슈_(2019년_드라마),"2019년 3월 7일
","제4회
","4.1%
"
4,빅이슈_(2019년_드라마),"2019년 3월 13일
","제5회
","3.7%
"
5,빅이슈_(2019년_드라마),"2019년 3월 13일
","제6회
","4.5%
"
6,빅이슈_(2019년_드라마),"2019년 3월 14일
","제7회
","3.7%
"
7,빅이슈_(2019년_드라마),"2019년 3월 14일
","제8회
","4.0%
"
8,빅이슈_(2019년_드라마),"2019년 3월 20일
","제9회
","4.3%
"
9,빅이슈_(2019년_드라마),"2019년 3월 20일
","제10회
","4.6%
"
10,빅이슈_(2019년_드라마),"2019년 3월 21일
","제11회
","3.7%
"
11,빅이슈_(2019년_드라마),"2019년 3월 21일
","제12회
","4.1%
"
12,빅이슈_(2019년_드라마),"2019년 3월 27일
","제13회
","3.0%
"
13,빅이슈_(2019년_드라마),"2019년 3월 27일
","제14회
","3.7%
"
14,빅이슈_(2019년_드라마),"2019년 3월 28일
","제15회
","3.3%
"
15,빅이슈_(2019년_드라마),"2019년 3월 28일
","제16회
","3.6%
"
16,빅이슈_(2019년_드라마),"2019년 4월 10일
","제17회
","2.6%
"
17,빅이슈_(2019년_드라마),"2019년 4월 10일
","제18회
","2.9%
"
18,빅이슈_(2019년_드라마),"2019년 4월 11일
","제19회
","2.4%
"
19,빅이슈_(2019년_드라마),"2019년 4월 11일
","제20회
","3.3%
"
20,빅이슈_(2019년_드라마),"2019년 4월 17일
","제21회
","2.5%
"
21,빅이슈_(2019년_드라마),"2019년 4월 17일
","제22회
","2.8%
"
22,빅이슈_(2019년_드라마),"2019년 4월 18일
","제23회
","2.6%
"
23,빅이슈_(2019년_드라마),"2019년 4월 18일
","제24회
","2.8%
"
24,빅이슈_(2019년_드라마),"2019년 4월 24일
","제25회
","2.9%
"
25,빅이슈_(2019년_드라마),"2019년 4월 24일
","제26회
","3.6%
"
26,빅이슈_(2019년_드라마),"2019년 4월 25일
","제27회
","3.0%
"
27,빅이슈_(2019년_드라마),"2019년 4월 25일
","제28회
","3.3%
"
28,빅이슈_(2019년_드라마),"2019년 5월 1일
","제29회
","2.1%
"
29,빅이슈_(2019년_드라마),"2019년 5월 1일
","제30회
","2.8%
"
30,빅이슈_(2019년_드라마),"2019년 5월 2일
","제31회
","2.9%
"
31,빅이슈_(2019년_드라마),"2019년 5월 2일
","제32회
","3.7%
"
