,title,episode,rating
0,조선생존기,제 1회,1.3
1,조선생존기,제 2회,1.3
2,조선생존기,제 3회,1.7
3,조선생존기,제 4회,1.4
4,조선생존기,제 5회,1.5
5,조선생존기,제 6회,1.3
6,조선생존기,제 7회,1.4
7,조선생존기,제 8회,1.4
8,조선생존기,제 9회,1.2
9,조선생존기,제 10회,1.4
10,조선생존기,제 11회,1.2
11,조선생존기,제 12회,1.1
12,조선생존기,제 13회,1.0
13,조선생존기,제 14회,0.9
14,조선생존기,제 15회,0.9
15,조선생존기,제 16회,0.9
