,title,episode,rating
0,조선혼담공작소 꽃파당,제 1회,4.3
1,조선혼담공작소 꽃파당,제 2회,3.8
2,조선혼담공작소 꽃파당,제 3회,3.4
3,조선혼담공작소 꽃파당,제 4회,3.5
4,조선혼담공작소 꽃파당,제 5회,3.1
5,조선혼담공작소 꽃파당,제 6회,3.0
6,조선혼담공작소 꽃파당,제 7회,3.3
7,조선혼담공작소 꽃파당,제 8회,3.0
8,조선혼담공작소 꽃파당,제 9회,3.1
9,조선혼담공작소 꽃파당,제 10회,3.2
10,조선혼담공작소 꽃파당,제 11회,2.7
11,조선혼담공작소 꽃파당,제 12회,2.9
12,조선혼담공작소 꽃파당,제 13회,2.9
13,조선혼담공작소 꽃파당,제 14회,3.3
14,조선혼담공작소 꽃파당,제 15회,3.2
15,조선혼담공작소 꽃파당,제 16회,3.8
