,title,episode,rating
0,평일 오후 세시의 연인,제 1회,0.9
1,평일 오후 세시의 연인,제 2회,1.0
2,평일 오후 세시의 연인,제 3회,1.0
3,평일 오후 세시의 연인,제 4회,1.0
4,평일 오후 세시의 연인,제 5회,1.1
5,평일 오후 세시의 연인,제 6회,1.0
6,평일 오후 세시의 연인,제 7회,1.8
7,평일 오후 세시의 연인,제 8회,1.4
8,평일 오후 세시의 연인,제 9회,1.9
9,평일 오후 세시의 연인,제 10회,1.6
10,평일 오후 세시의 연인,제 11회,2.0
11,평일 오후 세시의 연인,제 12회,2.1
12,평일 오후 세시의 연인,제 13회,2.0
13,평일 오후 세시의 연인,제 14회,1.8
14,평일 오후 세시의 연인,제 15회,2.1
15,평일 오후 세시의 연인,제 16회,2.0
