,title,episode,rating
0,"60일, 지정생존자",제 1회,3.4
1,"60일, 지정생존자",제 2회,4.2
2,"60일, 지정생존자",제 3회,4.3
3,"60일, 지정생존자",제 4회,4.2
4,"60일, 지정생존자",제 5회,4.3
5,"60일, 지정생존자",제 6회,3.8
6,"60일, 지정생존자",제 7회,4.1
7,"60일, 지정생존자",제 8회,4.2
8,"60일, 지정생존자",제 9회,4.0
9,"60일, 지정생존자",제 10회,4.4
10,"60일, 지정생존자",제 11회,4.5
11,"60일, 지정생존자",제 12회,4.8
12,"60일, 지정생존자",제 13회,4.8
13,"60일, 지정생존자",제 14회,4.9
14,"60일, 지정생존자",제 15회,5.4
15,"60일, 지정생존자",제 16회,6.2
