,title,episode,rating
0,날 녹여주오,제 1회,2.5
1,날 녹여주오,제 2회,3.2
2,날 녹여주오,제 3회,3.2
3,날 녹여주오,제 4회,3.2
4,날 녹여주오,제 5회,2.1
5,날 녹여주오,제 6회,2.5
6,날 녹여주오,제 7회,1.8
7,날 녹여주오,제 8회,2.4
8,날 녹여주오,제 9회,1.2
9,날 녹여주오,제 10회,2.1
10,날 녹여주오,제 11회,1.5
11,날 녹여주오,제 12회,1.6
12,날 녹여주오,제 13회,1.8
13,날 녹여주오,제 14회,1.8
14,날 녹여주오,제 15회,1.4
15,날 녹여주오,제 16회,2.3
