,title,episode,rating
0,진심이 닿다,제 1회,4.7
1,진심이 닿다,제 2회,4.6
2,진심이 닿다,제 3회,4.2
3,진심이 닿다,제 4회,3.7
4,진심이 닿다,제 5회,4.1
5,진심이 닿다,제 6회,3.9
6,진심이 닿다,제 7회,4.4
7,진심이 닿다,제 8회,4.2
8,진심이 닿다,제 9회,3.7
9,진심이 닿다,제 10회,3.9
10,진심이 닿다,제 11회,3.8
11,진심이 닿다,제 12회,3.7
12,진심이 닿다,제 13회,3.7
13,진심이 닿다,제 14회,3.7
14,진심이 닿다,제 15회,3.3
15,진심이 닿다,제 16회,3.8
