,title,episode,rating
0,자백,제 1회,4.6
1,자백,제 2회,5.4
2,자백,제 3회,4.5
3,자백,제 4회,5.6
4,자백,제 5회,4.0
5,자백,제 6회,5.5
6,자백,제 7회,4.1
7,자백,제 8회,5.4
8,자백,제 9회,3.8
9,자백,제 10회,5.6
10,자백,제 11회,3.8
11,자백,제 12회,5.1
12,자백,제 13회,3.4
13,자백,제 14회,4.8
14,자백,제 15회,4.8
15,자백,제 16회,6.3
