,title,episode,rating
0,왕이 된 남자,제 1회,5.7
1,왕이 된 남자,제 2회,6.6
2,왕이 된 남자,제 3회,8.0
3,왕이 된 남자,제 4회,8.9
4,왕이 된 남자,제 5회,8.1
5,왕이 된 남자,제 6회,7.6
6,왕이 된 남자,제 7회,8.4
7,왕이 된 남자,제 8회,9.5
8,왕이 된 남자,제 9회,6.6
9,왕이 된 남자,제 10회,8.2
10,왕이 된 남자,제 11회,9.3
11,왕이 된 남자,제 12회,8.7
12,왕이 된 남자,제 13회,10.0
13,왕이 된 남자,제 14회,8.7
14,왕이 된 남자,제 15회,9.5
15,왕이 된 남자,제 16회,10.9
