,title,episode,rating
0,그녀의 사생활,제 1회,2.7
1,그녀의 사생활,제 2회,2.4
2,그녀의 사생활,제 3회,2.4
3,그녀의 사생활,제 4회,2.3
4,그녀의 사생활,제 5회,2.5
5,그녀의 사생활,제 6회,2.7
6,그녀의 사생활,제 7회,2.7
7,그녀의 사생활,제 8회,2.8
8,그녀의 사생활,제 9회,3.1
9,그녀의 사생활,제 10회,2.7
10,그녀의 사생활,제 11회,2.7
11,그녀의 사생활,제 12회,2.8
12,그녀의 사생활,제 13회,2.7
13,그녀의 사생활,제 14회,2.7
14,그녀의 사생활,제 15회,2.5
15,그녀의 사생활,제 16회,2.9
