,title,episode,rating
0,위대한 쇼,제 1회,3.1
1,위대한 쇼,제 2회,2.9
2,위대한 쇼,제 3회,3.0
3,위대한 쇼,제 4회,3.0
4,위대한 쇼,제 5회,2.5
5,위대한 쇼,제 6회,2.8
6,위대한 쇼,제 7회,2.5
7,위대한 쇼,제 8회,2.7
8,위대한 쇼,제 9회,2.2
9,위대한 쇼,제 10회,2.1
10,위대한 쇼,제 11회,2.0
11,위대한 쇼,제 12회,2.4
12,위대한 쇼,제 13회,2.3
13,위대한 쇼,제 14회,2.7
14,위대한 쇼,제 15회,2.1
15,위대한 쇼,제 16회,3.2
